text,updateDt,video_id,remove_emoji,source,translated,remove_stopword,lemmatization
"It hurts to see this and know it will, most probably, never happen again. I grew up listening to BIGBANG. Been a huge fan for over a decade. Iam no longer a teenager but my dream is still to attend their concert for at least once in my life. I still love them just as much and still support them just as much. I cant move on. When we say VIP Forever Until Whenever, we mean it ♡",2023-01-15 00:00:00+00:00,uQ9h_g1FWc4,"It hurts to see this and know it will, most probably, never happen again. I grew up listening to BIGBANG. Been a huge fan for over a decade. Iam no longer a teenager but my dream is still to attend their concert for at least once in my life. I still love them just as much and still support them just as much. I cant move on. When we say VIP Forever Until Whenever, we mean it ♡",en,"It hurts to see this and know it will, most probably, never happen again. I grew up listening to BIGBANG. Been a huge fan for over a decade. Iam no longer a teenager but my dream is still to attend their concert for at least once in my life. I still love them just as much and still support them just as much. I cant move on. When we say VIP Forever Until Whenever, we mean it ♡","It hurts see know , probably , never happen . I grew listening BIGBANG . Been huge fan decade . Iam longer teenager dream still attend concert least life . I still love much still support much . I cant move . When say VIP Forever Until Whenever , mean ♡","it hurt see know , probably , never happen . I grow listen bigbang . be huge fan decade . Iam long teenager dream still attend concert least life . I still love much still support much . I can not move . when say vip forever until whenever , mean ♡"
Aku memang pencinta kpop namun udah curiga sih sama seungri dari gelagatnya ke BP dan cara ngomongnya,2024-05-23 00:00:00+00:00,PIehHiZZhyw,Aku memang pencinta kpop namun udah curiga sih sama seungri dari gelagatnya ke BP dan cara ngomongnya,id,I was a lover of kpop but a curiga sih is equally a spoonful of his gelagat to BP and his way,I lover kpop curiga sih equally spoonful gelagat BP way,I lover kpop curiga sih equally spoonful gelagat BP way
He just had to ruin Big Bang legend:(( whyy,2019-03-25 00:00:00+00:00,R0aXXFE-7ZE,He just had to ruin Big Bang legend:(( whyy,en,He just had to ruin Big Bang legend:(( whyy,He ruin Big Bang legend : ( ( whyy,he ruin Big Bang legend : ( ( whyy
This song is a prediction that China will take over the world,2022-11-07 00:00:00+00:00,m2MtOeuCgh8,This song is a prediction that China will take over the world,en,This song is a prediction that China will take over the world,This song prediction China take world,this song prediction China take world
"First ever kpop song I heard big bang, bang bang bang. Even though right now BTS is the biggest boy group right now but back then big bang as I've done my research they were poppin like literally. They're ONE of the reasons why kpop started going international. Imagine if this scandal never happened I guarantee you big bang would've been poppin they would've broken records.",2020-01-11 00:00:00+00:00,czY-QzsueLU,"First ever kpop song I heard big bang, bang bang bang. Even though right now BTS is the biggest boy group right now but back then big bang as I've done my research they were poppin like literally. They're ONE of the reasons why kpop started going international. Imagine if this scandal never happened I guarantee you big bang would've been poppin they would've broken records.",en,"First ever kpop song I heard big bang, bang bang bang. Even though right now BTS is the biggest boy group right now but back then big bang as I've done my research they were poppin like literally. They're ONE of the reasons why kpop started going international. Imagine if this scandal never happened I guarantee you big bang would've been poppin they would've broken records.","First ever kpop song I heard big bang , bang bang bang . Even though right BTS biggest boy group right back big bang I 've done research poppin like literally . They 're ONE reasons kpop started going international . Imagine scandal never happened I guarantee big bang would 've poppin would 've broken records .","first ever kpop song I hear big bang , bang bang bang . even though right bts big boy group right back big bang I ' ve do research poppin like literally . they be one reason kpop start go international . imagine scandal never happen I guarantee big bang would ' ve poppin would ' ve break record ."
He predicted future but of his in prison and it came true,2019-03-14 00:00:00+00:00,YZqxolXNC2k,He predicted future but of his in prison and it came true,en,He predicted future but of his in prison and it came true,He predicted future prison came true,he predict future prison come true
0:23 that MC doesn't seem to like seungri very much.... he must be a good person.,2021-11-22 00:00:00+00:00,R0aXXFE-7ZE,0:23 that MC doesn't seem to like seungri very much.... he must be a good person.,en,0:23 that MC doesn't seem to like seungri very much.... he must be a good person.,0:23 MC n't seem like seungri much .... must good person .,0:23 MC not seem like seungri much .... must good person .
Superstar🔥,2021-03-31 00:00:00+00:00,XWAn1UD9nOU,Superstar,sv,Superstar,Superstar,Superstar
"Y.o.u => everything 
    💙💙💙💙💙",2022-08-15 00:00:00+00:00,m2MtOeuCgh8,"Y.o.u => everything 
    ",en,"Y.o.u => everything 
    ",Y.o.u = > everything,Y.o.u = > everything
"*creating and uploading these short clips* _[it's not even a proper video]_ *and begging for views, likes, comments and subscribers (and making money - no matter if it's just a tiny amount) with it, is BEYOND DISRESPECTFUL* ❗",2024-03-03 00:00:00+00:00,2hII7n5k7p0,"*creating and uploading these short clips* _[it's not even a proper video]_ *and begging for views, likes, comments and subscribers (and making money - no matter if it's just a tiny amount) with it, is BEYOND DISRESPECTFUL* ",en,"*creating and uploading these short clips* _[it's not even a proper video]_ *and begging for views, likes, comments and subscribers (and making money - no matter if it's just a tiny amount) with it, is BEYOND DISRESPECTFUL* ","* creating uploading short clips * _ [ 's even proper video ] _ * begging views , likes , comments subscribers ( making money - matter 's tiny amount ) , BEYOND DISRESPECTFUL *","* create upload short clip * _ [ be even proper video ] _ * beg view , like , comment subscriber ( make money - matter 's tiny amount ) , beyond DISRESPECTFUL *"
1:44 name of the prograpm pls,2021-09-20 00:00:00+00:00,Rr9AjcF0jZw,1:44 name of the prograpm pls,en,1:44 name of the prograpm pls,1:44 name prograpm pls,1:44 name prograpm pls
I still supporting Bigbang's 4 members. I hope they continue as a group 😭❤️,2019-06-08 00:00:00+00:00,czY-QzsueLU,I still supporting Bigbang's 4 members. I hope they continue as a group ,en,I still supporting Bigbang's 4 members. I hope they continue as a group ,I still supporting Bigbang 's 4 members . I hope continue group,I still support Bigbang 's 4 member . I hope continue group
응  버닝썬,2021-09-03 00:00:00+00:00,j0N2GJUkE6Y,응  버닝썬,ko,Sun Moon,Sun Moon,Sun Moon
Aku fan bigbang start 2010. Lagu lama dorang best do. Macam mana la aku ley layan kpop dulu. Haha,2021-03-31 00:00:00+00:00,XWAn1UD9nOU,Aku fan bigbang start 2010. Lagu lama dorang best do. Macam mana la aku ley layan kpop dulu. Haha,id,I fan bigbang start 2010. Long story dorang best do. What is my la ley with a kpop first. Home,I fan bigbang start 2010 . Long story dorang best . What la ley kpop first . Home,I fan bigbang start 2010 . long story dorang well . what la ley kpop first . home
The king is back!,2022-04-22 00:00:00+00:00,hTTLwWBzxlQ,The king is back!,en,The king is back!,The king back !,the king back !
The Great Victory ❤❤❤❤❤❤❤,2020-12-15 00:00:00+00:00,MtW75y4kEfY,The Great Victory ,en,The Great Victory ,The Great Victory,the Great Victory
Woww hari ulang tahun gw😳,2022-03-31 00:00:00+00:00,U14XJlcTVns,Woww hari ulang tahun gw,id,Woww birthday gw,Woww birthday gw,Woww birthday gw
"These kind of videos remind me of a 2012 danish film entitled, The Hunt. An innocent man is accused of a crime he did not commit by his best friend's daughter who also happened to be his student. He was arrested and when they didn't find any evidence of his acts, he was let go. The whole town turned against him and when the truth came out from that little girl's statements, no one believed her. Soon, parents of his students began saying that their children have been showing signs of molestation without stating what these signs are. He was beaten when he went to the market to buy food, his dog was killed, his son was turned into an outcast a well, and he eventually broke up with his girlfriend. He lost everything and went to his best friend to ask why he did not believe him. The man that he grew up with and treated as a brother does not believe him. He poured his disappointment, anger, frustrations, at him in the church, in front of all townspeople. Eventually, everyone started believing the little girl's truth ""that it as a mistake"" and reconciled with and after a year his son was included in the hunt. The film ended with a very strong and powerful message with him being almost shot in the forest when he went to see the community's hunt. A sign that he will never be welcomed.


The director of the film stated that the townspeople were not evil but good people. It's their actions that are bad. From a slip of a tongue, the world of one man, escalated to a point that people started making their own stories and lies without actual proof, and the whole community believed these liars. He was placed under the court of public opinion and torn apart when the court of law has found him not guilty. In real life, this could happen to anyone. Rumors and witch hunt theories are toxic to the community. The more it touches, the more it destroys. Like the ending of these story, later in the future, Seungri will be welcomed back into the community and they will celebrate, cry, tell stories, and make us laugh again but there are still those who will remember him as a liar, rapist, corrupt, and so forth due to these scandals. To those people, you know yourselves that you have goodness inside yourselves. Stop the toxicity of believing rumors and opinions and listen to the court of law. 


The Universal Declaration of Human Rights, article 11, states: ""Everyone charged with a penal offence has the right to be presumed innocent until proved guilty according to law in a public trial at which he has had all the guarantees necessary for his defense."" The negative Golden rule ""Do not do unto others what you don't want others to do unto you."" Heed this words that you may now your rights as a human being.",2019-11-25 00:00:00+00:00,R0aXXFE-7ZE,"These kind of videos remind me of a 2012 danish film entitled, The Hunt. An innocent man is accused of a crime he did not commit by his best friend's daughter who also happened to be his student. He was arrested and when they didn't find any evidence of his acts, he was let go. The whole town turned against him and when the truth came out from that little girl's statements, no one believed her. Soon, parents of his students began saying that their children have been showing signs of molestation without stating what these signs are. He was beaten when he went to the market to buy food, his dog was killed, his son was turned into an outcast a well, and he eventually broke up with his girlfriend. He lost everything and went to his best friend to ask why he did not believe him. The man that he grew up with and treated as a brother does not believe him. He poured his disappointment, anger, frustrations, at him in the church, in front of all townspeople. Eventually, everyone started believing the little girl's truth ""that it as a mistake"" and reconciled with and after a year his son was included in the hunt. The film ended with a very strong and powerful message with him being almost shot in the forest when he went to see the community's hunt. A sign that he will never be welcomed.


The director of the film stated that the townspeople were not evil but good people. It's their actions that are bad. From a slip of a tongue, the world of one man, escalated to a point that people started making their own stories and lies without actual proof, and the whole community believed these liars. He was placed under the court of public opinion and torn apart when the court of law has found him not guilty. In real life, this could happen to anyone. Rumors and witch hunt theories are toxic to the community. The more it touches, the more it destroys. Like the ending of these story, later in the future, Seungri will be welcomed back into the community and they will celebrate, cry, tell stories, and make us laugh again but there are still those who will remember him as a liar, rapist, corrupt, and so forth due to these scandals. To those people, you know yourselves that you have goodness inside yourselves. Stop the toxicity of believing rumors and opinions and listen to the court of law. 


The Universal Declaration of Human Rights, article 11, states: ""Everyone charged with a penal offence has the right to be presumed innocent until proved guilty according to law in a public trial at which he has had all the guarantees necessary for his defense."" The negative Golden rule ""Do not do unto others what you don't want others to do unto you."" Heed this words that you may now your rights as a human being.",en,"These kind of videos remind me of a 2012 danish film entitled, The Hunt. An innocent man is accused of a crime he did not commit by his best friend's daughter who also happened to be his student. He was arrested and when they didn't find any evidence of his acts, he was let go. The whole town turned against him and when the truth came out from that little girl's statements, no one believed her. Soon, parents of his students began saying that their children have been showing signs of molestation without stating what these signs are. He was beaten when he went to the market to buy food, his dog was killed, his son was turned into an outcast a well, and he eventually broke up with his girlfriend. He lost everything and went to his best friend to ask why he did not believe him. The man that he grew up with and treated as a brother does not believe him. He poured his disappointment, anger, frustrations, at him in the church, in front of all townspeople. Eventually, everyone started believing the little girl's truth ""that it as a mistake"" and reconciled with and after a year his son was included in the hunt. The film ended with a very strong and powerful message with him being almost shot in the forest when he went to see the community's hunt. A sign that he will never be welcomed.


The director of the film stated that the townspeople were not evil but good people. It's their actions that are bad. From a slip of a tongue, the world of one man, escalated to a point that people started making their own stories and lies without actual proof, and the whole community believed these liars. He was placed under the court of public opinion and torn apart when the court of law has found him not guilty. In real life, this could happen to anyone. Rumors and witch hunt theories are toxic to the community. The more it touches, the more it destroys. Like the ending of these story, later in the future, Seungri will be welcomed back into the community and they will celebrate, cry, tell stories, and make us laugh again but there are still those who will remember him as a liar, rapist, corrupt, and so forth due to these scandals. To those people, you know yourselves that you have goodness inside yourselves. Stop the toxicity of believing rumors and opinions and listen to the court of law. 


The Universal Declaration of Human Rights, article 11, states: ""Everyone charged with a penal offence has the right to be presumed innocent until proved guilty according to law in a public trial at which he has had all the guarantees necessary for his defense."" The negative Golden rule ""Do not do unto others what you don't want others to do unto you."" Heed this words that you may now your rights as a human being.","These kind videos remind 2012 danish film entitled , The Hunt . An innocent man accused crime commit best friend 's daughter also happened student . He arrested n't find evidence acts , let go . The whole town turned truth came little girl 's statements , one believed . Soon , parents students began saying children showing signs molestation without stating signs . He beaten went market buy food , dog killed , son turned outcast well , eventually broke girlfriend . He lost everything went best friend ask believe . The man grew treated brother believe . He poured disappointment , anger , frustrations , church , front townspeople . Eventually , everyone started believing little girl 's truth `` mistake '' reconciled year son included hunt . The film ended strong powerful message almost shot forest went see community 's hunt . A sign never welcomed . The director film stated townspeople evil good people . It 's actions bad . From slip tongue , world one man , escalated point people started making stories lies without actual proof , whole community believed liars . He placed court public opinion torn apart court law found guilty . In real life , could happen anyone . Rumors witch hunt theories toxic community . The touches , destroys . Like ending story , later future , Seungri welcomed back community celebrate , cry , tell stories , make us laugh still remember liar , rapist , corrupt , forth due scandals . To people , know goodness inside . Stop toxicity believing rumors opinions listen court law . The Universal Declaration Human Rights , article 11 , states : `` Everyone charged penal offence right presumed innocent proved guilty according law public trial guarantees necessary defense . '' The negative Golden rule `` Do unto others n't want others unto . '' Heed words may rights human .","these kind video remind 2012 danish film entitle , the Hunt . an innocent man accuse crime commit good friend 's daughter also happen student . he arrest not find evidence act , let go . the whole town turn truth come little girl 's statement , one believe . soon , parent student begin say child show sign molestation without state sign . he beat go market buy food , dog kill , son turn outcast well , eventually break girlfriend . he lose everything go good friend ask believe . the man grew treat brother believe . he pour disappointment , anger , frustration , church , front townspeople . eventually , everyone start believe little girl 's truth ` ` mistake '' reconcile year son include hunt . the film end strong powerful message almost shoot forest go see community 's hunt . a sign never welcome . the director film state townspeople evil good people . it be action bad . from slip tongue , world one man , escalate point people start make story lie without actual proof , whole community believe liar . he place court public opinion tear apart court law find guilty . in real life , could happen anyone . rumor witch hunt theory toxic community . the touch , destroy . like end story , later future , Seungri welcome back community celebrate , cry , tell story , make we laugh still remember liar , rapist , corrupt , forth due scandal . to people , know goodness inside . stop toxicity believe rumor opinion listen court law . the Universal Declaration Human Rights , article 11 , state : ` ` everyone charge penal offence right presume innocent prove guilty accord law public trial guarantee necessary defense . '' the negative Golden rule ` ` do unto other not want other unto . '' Heed word may right human ."
